"time","Q_m3pd"
2021-07-05,405.185681323721
2021-07-06,283.629976926605
2021-07-07,198.540983848623
2021-07-08,138.978688694036
2021-07-09,97.2850820858254
2021-07-10,68.0995574600778
2021-07-11,297.964807333783
2021-07-12,208.575365133648
2021-07-13,146.002755593554
2021-07-14,102.201928915487
2021-07-15,71.5413502408412
2021-07-16,50.0789451685889
2021-07-17,35.0552616180122
2021-07-18,24.5386831326085
2021-07-19,17.177078192826
2021-07-20,12.0239547349782
2021-07-21,8.41676831448473
2021-07-22,5.89173782013931
2021-07-23,4.12421647409752
2021-07-24,2.88695153186826
2021-07-25,2.02086607230778
2021-07-26,1.41460625061545
2021-07-27,0.990224375430814
2021-07-28,0.69315706280157
2021-07-29,0.485209943961099
2021-07-30,0.339646960772769
2021-07-31,0.237752872540939
2021-08-01,0.166427010778657
2021-08-02,0.11649890754506
2021-08-03,0.0815492352815419
2021-08-04,0.0570844646970794
2021-08-05,0.0399591252879556
2021-08-06,0.0279713877015689
2021-08-07,0.0195799713910982
2021-08-08,0.0137059799737688
2021-08-09,0.00959418598163813
2021-08-10,0.00671593018714669
2021-08-11,0.00470115113100268
2021-08-12,131.64491412559
2021-08-13,92.1514398879131
2021-08-14,64.5060079215392
2021-08-15,45.1542055450774
2021-08-16,501.256451043825
2021-08-17,350.879515730677
2021-08-18,245.615661011474
2021-08-19,171.930962708032
2021-08-20,120.351673895622
2021-08-21,84.2461717269356
2021-08-22,58.9723202088549
2021-08-23,41.2806241461985
2021-08-24,28.8964369023389
2021-08-25,20.2275058316372
2021-08-26,14.1592540821461
2021-08-27,9.91147785750225
2021-08-28,6.93803450025158
2021-08-29,4.8566241501761
2021-08-30,3.39963690512327
2021-08-31,2.37974583358629
2021-09-01,2283.4859755494
2021-09-02,1598.44018288458
2021-09-03,1118.90812801921
2021-09-04,783.235689613445
2021-09-05,548.264982729411
2021-09-06,383.785487910588
2021-09-07,268.649841537411
2021-09-08,188.054889076188
2021-09-09,131.638422353332
2021-09-10,92.1468956473321
2021-09-11,64.5028269531325
2021-09-12,45.1519788671928
2021-09-13,31.6063852070349
2021-09-14,22.1244696449245
2021-09-15,15.4871287514471
2021-09-16,10.840990126013
2021-09-17,7.58869308820909
2021-09-18,5.31208516174636
2021-09-19,3.71845961322245
2021-09-20,2.60292172925572
2021-09-21,1929.21285280218
2021-09-22,4257.33048846458
2021-09-23,2980.13134192521
2021-09-24,2086.09193934765
2021-09-25,1460.26435754335
2021-09-26,1022.18505028035
2021-09-27,715.529535196243
2021-09-28,500.87067463737
2021-09-29,350.609472246159
2021-09-30,245.426630572311
2021-10-01,171.798641400618
2021-10-02,120.259048980433
2021-10-03,84.1813342863028
2021-10-04,58.926934000412
2021-10-05,41.2488538002884
2021-10-06,28.8741976602019
2021-10-07,20.2119383621413
2021-10-08,14.1483568534989
2021-10-09,9.90384979744924
2021-10-10,6.93269485821447
2021-10-11,4.85288640075013
2021-10-12,3.39702048052509
2021-10-13,2.37791433636756
2021-10-14,1.66454003545729
2021-10-15,1.16517802482011
2021-10-16,0.815624617374074
2021-10-17,0.570937232161852
2021-10-18,0.399656062513296
2021-10-19,0.279759243759307
2021-10-20,0.195831470631515
2021-10-21,0.137082029442061
2021-10-22,0.0959574206094425
2021-10-23,0.0671701944266097
2021-10-24,0.0470191360986268
2021-10-25,332.193029657497
2021-10-26,232.535120760248
2021-10-27,162.774584532174
2021-10-28,113.942209172522
2021-10-29,2553.3804477848
2021-10-30,1787.36631344936
2021-10-31,1251.15641941455
2021-11-01,875.809493590187
2021-11-02,613.066645513131
2021-11-03,429.146651859192
2021-11-04,300.402656301434
2021-11-05,210.281859411004
2021-11-06,147.197301587703
2021-11-07,103.038111111392
2021-11-08,72.1266777779744
2021-11-09,50.488674444582
2021-11-10,35.3420721112074
2021-11-11,24.7394504778452
2021-11-12,545.970800894629
2021-11-13,382.17956062624
2021-11-14,267.525692438368
2021-11-15,187.267984706858
2021-11-16,131.0875892948
2021-11-17,91.7613125063602
2021-11-18,64.2329187544521
2021-11-19,44.9630431281165
2021-11-20,31.4741301896816
2021-11-21,22.0318911327771
2021-11-22,15.422323792944
2021-11-23,10.7956266550608
2021-11-24,7.55693865854254
2021-11-25,5.28985706097978
2021-11-26,3.70289994268584
2021-11-27,2.59202995988009
2021-11-28,1.81442097191606
2021-11-29,1.27009468034124
2021-11-30,0.889066276238871
2021-12-01,0.62234639336721
2021-12-02,0.435642475357047
2021-12-03,0.304949732749933
2021-12-04,0.213464812924953
2021-12-05,0.149425369047467
2021-12-06,0.104597758333227
2021-12-07,0.0732184308332589
2021-12-08,0.0512529015832812
2021-12-09,0.0358770311082968
2021-12-10,0.0251139217758078
2021-12-11,107.214597675332
2021-12-12,75.0502183727325
2021-12-13,52.5351528609128
2021-12-14,36.7746070026389
2021-12-15,25.7422249018473
2021-12-16,18.0195574312931
2021-12-17,12.6136902019052
2021-12-18,8.82958314133361
2021-12-19,6.18070819893353
2021-12-20,4.32649573925347
2021-12-21,3.02854701747743
2021-12-22,2.1199829122342
2021-12-23,1.48398803856394
2021-12-24,1.03879162699476
2021-12-25,0.727154138896331
2021-12-26,0.509007897227432
2021-12-27,0.356305528059202
2021-12-28,0.249413869641441
2021-12-29,0.174589708749009
2021-12-30,0.122212796124306
2021-12-31,0.0855489572870144
2022-01-01,0.0598842701009101
2022-01-02,1444.67061502854
2022-01-03,3648.05956481234
2022-01-04,2553.64169536864
2022-01-05,1787.54918675805
2022-01-06,1251.28443073063
2022-01-07,875.899101511444
2022-01-08,613.129371058011
2022-01-09,429.190559740608
2022-01-10,300.433391818425
2022-01-11,210.303374272898
2022-01-12,147.212361991028
2022-01-13,103.04865339372
2022-01-14,72.1340573756039
2022-01-15,50.4938401629227
2022-01-16,1386.60113430555
2022-01-17,970.620794013884
2022-01-18,679.434555809719
2022-01-19,475.604189066803
2022-01-20,332.922932346762
2022-01-21,233.046052642733
2022-01-22,163.132236849913
2022-01-23,114.192565794939
2022-01-24,79.9347960564576
2022-01-25,55.9543572395203
2022-01-26,39.1680500676642
2022-01-27,27.4176350473649
2022-01-28,19.1923445331555
2022-01-29,13.4346411732088
2022-01-30,9.40424882124618
2022-01-31,6.58297417487232
2022-02-01,4.60808192241063
2022-02-02,3.22565734568744
2022-02-03,2172.50286458047
2022-02-04,1520.75200520633
2022-02-05,1064.52640364443
2022-02-06,745.168482551099
2022-02-07,521.61793778577
2022-02-08,365.132556450039
2022-02-09,255.592789515027
2022-02-10,178.914952660519
2022-02-11,125.240466862363
2022-02-12,87.6683268036543
2022-02-13,61.367828762558
2022-02-14,42.9574801337906
2022-02-15,30.0702360936534
2022-02-16,21.0491652655574
2022-02-17,14.7344156858902
2022-02-18,511.614466504895
2022-02-19,358.130126553426
2022-02-20,250.691088587399
2022-02-21,175.483762011179
2022-02-22,122.838633407825
2022-02-23,85.9870433854777
2022-02-24,784.552925582058
2022-02-25,549.18704790744
2022-02-26,384.430933535208
2022-02-27,269.101653474646
2022-02-28,188.371157432252
2022-03-01,131.859810202576
2022-03-02,92.3018671418035
2022-03-03,64.6113069992625
2022-03-04,45.2279148994837
2022-03-05,31.6595404296386
2022-03-06,22.161678300747
2022-03-07,15.5131748105229
2022-03-08,10.859222367366
2022-03-09,2334.00342373676
2022-03-10,1633.80239661573
2022-03-11,1143.66167763101
2022-03-12,800.56317434171
2022-03-13,560.394222039197
2022-03-14,392.275955427438
2022-03-15,274.593168799206
