"datetime","reference_datetime","model_id","site_id","parameter","family","prediction","variable","depth_m","duration","project_id"
2024-08-01,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",20.4873649796651,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-02,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",19.789698191313,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-03,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",20.1769062811245,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-04,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",20.9466859960471,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-05,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",20.7098619153229,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-06,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",20.1514374856278,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-07,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",21.5363964960676,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-08,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",22.5813035652493,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-09,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",22.1428095612321,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-10,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",23.1208814710882,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-11,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",23.8393189474746,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-12,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",24.7432884151557,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-13,2024-07-28,"fDOM_AR_dwh","fcre",2,"ensemble",24.9534658279598,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-07-28,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",18.7940107438861,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-07-29,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",20.5291403515373,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-07-30,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",21.2173627083932,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-07-31,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",20.9270055933737,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-01,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",21.1668061693794,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-02,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",21.5903534154897,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-03,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",21.505028683322,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-04,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",21.3594129498602,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-05,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",20.276760490733,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-06,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",20.3989806592602,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
2024-08-07,2024-07-28,"fDOM_AR_dwh","fcre",3,"ensemble",19.7481953758369,"fDOM_QSU_mean",1.6,"P1D","vera4cast"
