"mixed"|"23836204"|"18818223"
"mixed"|"23836213"|"18818232"
"mixed"|"23836244"|"18818262"
"mixed"|"23836230"|"18818248"
"mixed"|"23836229"|"18818247"
"kaolinitic"|"23836212"|"18818231"
"kaolinitic"|"23836211"|"18818230"
"kaolinitic"|"23836210"|"18818229"
"mixed"|"23836184"|"18818203"
"mixed"|"23836209"|"18818228"
